VM;Powerstate;CPUs;Memory;Primary_IP_Address;Network_1;Cluster;Datacenter;Host;OS_VMwareTools;OS_ConfigFile;GeneratedUniqueID
RZV-GSDB-01;poweredOn;2;8192;10.1.23.11;VLAN-10.1.23.x;CL_DMZ;DMZ;rz2-esx-37.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["10.1.23.11","RZV-GSDB-01"]
RZV-GSGWC-01;poweredOn;2;8192;10.1.22.11;VLAN-10.1.22.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["10.1.22.11","RZV-GSGWC-01"]
RZV-GSMETA-01;poweredOn;4;8192;172.18.0.1;VLAN-10.1.23.x;CL_DMZ;DMZ;rz2-esx-57.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["172.18.0.1","RZV-GSMETA-01"]
RZV-GSMETA-02;poweredOn;4;8192;172.18.0.1;VLAN-10.1.23.x;CL_DMZ;DMZ;rz2-esx-57.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["172.18.0.1","RZV-GSMETA-02"]
RZV-GSNFS-01;poweredOn;2;4096;10.1.23.10;VLAN-10.1.23.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.23.10","RZV-GSNFS-01"]
RZV-GSPPS-01;poweredOn;8;20480;10.1.23.12;VLAN-10.1.23.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["10.1.23.12","RZV-GSPPS-01"]
RZV-GSWMS-01;poweredOn;6;16384;10.1.26.21;VLAN-10.1.26.x;CL_WEB;WEB;rz1-esx-59.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["10.1.26.21","RZV-GSWMS-01"]
RZV-GSWMS-02;poweredOn;6;16384;10.1.26.22;VLAN-10.1.26.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["10.1.26.22","RZV-GSWMS-02"]
RZV-GSWMS-03;poweredOn;6;16384;172.30.0.1;VLAN-10.1.26.x;CL_WEB;WEB;rz1-esx-39.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["172.30.0.1","RZV-GSWMS-03"]
RZV-GSWMS-04;poweredOn;6;16384;10.1.26.24;VLAN-10.1.26.x;CL_WEB;WEB;rz1-esx-59.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["10.1.26.24","RZV-GSWMS-04"]
RZV-GSWPS-01;poweredOn;4;8192;10.1.23.21;VLAN-10.1.23.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["10.1.23.21","RZV-GSWPS-01"]
RZV-GSWPS-02;poweredOn;4;8192;172.18.0.1;VLAN-10.1.23.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["172.18.0.1","RZV-GSWPS-02"]
RZV-GSWPS-03;poweredOn;4;8192;10.1.23.23;VLAN-10.1.23.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["10.1.23.23","RZV-GSWPS-03"]
RZV-GSWPS-04;poweredOn;4;8192;172.18.0.1;VLAN-10.1.23.x;CL_DMZ;DMZ;rz2-esx-37.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["172.18.0.1","RZV-GSWPS-04"]
RZV-GTUBHV-01;poweredOn;2;4096;10.6.6.30;VLAN-10.6.6.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.6.6.30","RZV-GTUBHV-01"]
RZV-GTUBHV-02;poweredOn;2;4096;10.6.6.130;VLAN-10.6.6.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.6.6.130","RZV-GTUBHV-02"]
RZV-GTUORC-01;poweredOn;2;8192;10.75.1.52;VLAN-10.75.1.0;CL_DB;DMZ-DB;rz2-esx-46.bev.int;Red Hat Enterprise Linux 5 (64-bit);Red Hat Enterprise Linux 5 (64-bit);["10.75.1.52","RZV-GTUORC-01"]
RZV-GTUSTP-01;poweredOn;1;8192;10.6.3.81;VLAN-10.6.3.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.6.3.81","RZV-GTUSTP-01"]
RZV-GTUSTP-02;poweredOn;1;8192;10.6.3.181;VLAN-10.6.3.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.6.3.181","RZV-GTUSTP-02"]
RZV-I1T-01;poweredOn;1;4096;10.2.3.92;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-50.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.92","RZV-I1T-01"]
RZV-I1T-02;poweredOn;1;4096;10.2.3.93;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-50.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.93","RZV-I1T-02"]
RZV-IDOIT-01;poweredOn;1;4096;10.2.5.30;VLAN-10.2.5.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.5.30","RZV-IDOIT-01"]
RZV-IMD-01-res;poweredOn;2;8192;10.1.7.25;VLAN-10.1.7.x;CL_WEB;WEB;rz1-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5 (64-bit);["10.1.7.25","RZV-IMD-01-res"]
RZV-IRS-01;poweredOn;4;32768;10.2.8.121;VLAN-10.2.8.x;CL_PU;PU;rz1-esx-52.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.8.121","RZV-IRS-01"]
RZV-JDISC-01;poweredOn;1;4096;10.1.51.21;VLAN-10.1.51.x;CL_DMZ;DMZ;rz2-esx-57.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.1.51.21","RZV-JDISC-01"]
RZV-KGB-01;poweredOn;4;98304;10.1.64.60;VLAN-10.1.64.0;CL_DB;DMZ-DB;rz2-esx-47.bev.int;Oracle Linux 7 (64-bit);Oracle Linux 4/5/6 (64-bit);["10.1.64.60","RZV-KGB-01"]
RZV-KMO-01;poweredOn;2;16384;10.1.64.39;VLAN-10.1.64.0;CL_DB;DMZ-DB;rz2-esx-46.bev.int;Oracle Linux 8 (64-bit);Oracle Linux 8 (64-bit);["10.1.64.39","RZV-KMO-01"]
RZV-KMORC-01;poweredOn;2;65536;10.1.64.81;VLAN-10.1.64.0;CL_DB;DMZ-DB;rz2-esx-46.bev.int;Oracle Linux 4/5 (64-bit);Oracle Linux 4/5 (64-bit);["10.1.64.81","RZV-KMORC-01"]
RZV-LDC-01;poweredOn;12;32768;10.2.6.60;VLAN-10.2.6.x;CL_PU_MAT;PU;rz2-esx-35.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.6.60","RZV-LDC-01"]
RZV-LEUORC-01;poweredOn;1;8192;10.70.2.213;VLAN-10.70.2.0;CL_DB;DMZ-DB;rz1-esx-46.bev.int;Red Hat Enterprise Linux 5 (64-bit);Red Hat Enterprise Linux 5 (64-bit);["10.70.2.213","RZV-LEUORC-01"]
RZV-LFR-01;poweredOn;1;1024;10.2.3.14;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-50.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.2.3.14","RZV-LFR-01"]
RZV-LPX-01;poweredOn;2;6144;10.2.8.1;VLAN-10.2.8.x;CL_PU;PU;rz2-esx-50.bev.int;Rocky Linux (64-bit);CentOS 4/5/6/7 (64-bit);["10.2.8.1","RZV-LPX-01"]
RZV-LPX-02;poweredOn;2;4096;10.2.8.101;Internal;CL_PU;PU;rz1-esx-52.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.2.8.101","RZV-LPX-02"]
RZV-LTS-01;poweredOn;2;4096;10.2.8.21;VLAN-10.2.8.x;CL_PU;PU;rz1-esx-52.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.8.21","RZV-LTS-01"]
RZV-LTS-02;poweredOn;2;4096;10.2.8.22;VLAN-10.2.8.x;CL_PU;PU;rz2-esx-50.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.8.22","RZV-LTS-02"]
RZV-LTS-03;poweredOn;2;4096;10.2.8.23;VLAN-10.2.8.x;CL_PU;PU;rz2-esx-32.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.8.23","RZV-LTS-03"]
RZV-LZZ-01;poweredOn;1;8192;10.2.8.11;VLAN-10.2.8.x;CL_PU;PU;rz1-esx-34.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.8.11","RZV-LZZ-01"]
RZV-LZZ-02;poweredOn;1;8192;10.2.8.12;VLAN-10.2.8.x;CL_PU;PU;rz1-esx-33.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.8.12","RZV-LZZ-02"]
RZV-LZZ-04;poweredOn;1;4096;10.2.8.16;VLAN-10.2.8.x;CL_PU;PU;rz2-esx-50.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.8.16","RZV-LZZ-04"]
RZV-LZZ-06;poweredOn;1;6144;10.2.8.18;VLAN-10.2.8.x;CL_PU;PU;rz1-esx-33.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.8.18","RZV-LZZ-06"]
RZV-MAT-01;poweredOn;16;65536;10.2.6.61;VLAN-10.2.6.x;CL_PU_MAT;PU;rz2-esx-35.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.6.61","RZV-MAT-01"]
RZV-MAT-02;poweredOn;16;65536;10.2.6.62;VLAN-10.2.6.x;CL_PU_MAT;PU;rz1-esx-35.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.6.62","RZV-MAT-02"]
RZV-MAT-03;poweredOn;16;65536;10.2.6.63;VLAN-10.2.6.x;CL_PU;PU;rz2-esx-32.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.6.63","RZV-MAT-03"]
RZV-MAT-04;poweredOn;16;65536;10.2.6.64;VLAN-10.2.6.x;CL_PU;PU;rz2-esx-32.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.6.64","RZV-MAT-04"]
RZV-MCOBRA-01;poweredOn;1;8192;10.2.6.70;VLAN-10.2.6.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.6.70","RZV-MCOBRA-01"]
RZV-MIS-01;poweredOn;2;4096;10.122.73.60;VLAN-10.122.73.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.122.73.60","RZV-MIS-01"]
RZV-MIS-02;poweredOn;2;4096;10.122.73.61;VLAN-10.122.73.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.122.73.61","RZV-MIS-02"]
RZV-MMDB-01;poweredOn;2;8192;;VLAN-10.2.6.x;CL_PU;PU;rz1-esx-31.bev.int;;Red Hat Enterprise Linux 6 (64-bit);["RZV-MMDB-01"]
RZV-MPNAMT-01;poweredOn;1;8192;10.1.37.7;VLAN-10.1.37.x;CL_APOS;WEB;rz1-esx-22.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.1.37.7","RZV-MPNAMT-01"]
RZV-MPR-01;poweredOn;2;6144;10.1.40.81;VLAN-10.1.40.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.40.81","RZV-MPR-01"]
RZV-MPR-02;poweredOn;2;6144;10.1.40.82;VLAN-10.1.40.x;CL_DMZ;DMZ;rz2-esx-57.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.40.82","RZV-MPR-02"]
RZV-MPR-03;poweredOn;2;6144;10.1.40.83;VLAN-10.1.40.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.40.83","RZV-MPR-03"]
RZV-MST-00;poweredOn;5;65536;10.2.7.129;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-28.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.129","RZV-MST-00"]
RZV-MST-11;poweredOn;5;32768;10.2.7.123;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-24.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.123","RZV-MST-11"]
RZV-NAV-02;poweredOn;2;4096;10.122.73.50;VLAN-10.122.73.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.122.73.50","RZV-NAV-02"]
RZV-NBSNAP-01;poweredOn;4;16384;10.2.2.73;VLAN-10.2.2.x;CL_PU;PU;rz2-esx-32.bev.int;Red Hat Enterprise Linux 9 (64-bit);CentOS 4/5 (64-bit);["10.2.2.73","RZV-NBSNAP-01"]
RZV-NCLOUD-02;poweredOn;2;12288;10.1.16.22;VLAN-10.1.16.x;CL_WEB;WEB;rz2-esx-39.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.16.22","RZV-NCLOUD-02"]
RZV-OCR-03;poweredOn;1;4096;10.2.3.6;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-50.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.3.6","RZV-OCR-03"]
RZV-OEUADM-02;poweredOn;2;8192;10.70.2.139;VLAN-10.70.2.x;CL_BEU;BEU;rz1-esx-51.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.70.2.139","RZV-OEUADM-02"]
RZV-OEUARC-01;poweredOn;1;4096;10.70.2.142;VLAN-10.70.2.x;CL_BEU;BEU;rz2-esx-51.bev.int;Red Hat Enterprise Linux 8 (64-bit);CentOS 4/5 (64-bit);["10.70.2.142","RZV-OEUARC-01"]
RZV-OEUCTS-02;poweredOn;1;4096;10.70.2.148;VLAN-10.70.2.x;CL_BEU;BEU;rz2-esx-41.bev.int;Red Hat Enterprise Linux 7 (64-bit);Red Hat Enterprise Linux 6 (64-bit);["10.70.2.148","RZV-OEUCTS-02"]
RZV-OEUOTD-02;poweredOn;1;4096;10.70.2.147;VLAN-10.70.2.x;CL_BEU;BEU;rz2-esx-51.bev.int;CentOS 7 (64-bit);CentOS 4/5 (64-bit);["10.70.2.147","RZV-OEUOTD-02"]
RZV-OGB-01;poweredOn;4;98304;10.1.64.55;VLAN-10.1.64.0;CL_DB;DMZ-DB;rz1-esx-46.bev.int;Red Hat Enterprise Linux 5 (64-bit);Red Hat Enterprise Linux 5 (64-bit);["10.1.64.55","RZV-OGB-01"]
RZV-OLI-01;poweredOn;2;32768;10.1.64.50;VLAN-10.1.64.0;CL_DB;DMZ-DB;rz1-esx-47.bev.int;Red Hat Enterprise Linux 5 (64-bit);Red Hat Enterprise Linux 5 (64-bit);["10.1.64.50","RZV-OLI-01"]
RZV-OPSI-01;poweredOn;2;6144;10.2.3.17;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-31.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.2.3.17","RZV-OPSI-01"]
RZV-ORC-01;poweredOn;2;16384;10.1.33.53;VLAN-10.1.33.0;CL_DB;DMZ-DB;rz1-esx-46.bev.int;Red Hat Enterprise Linux 5 (64-bit);Red Hat Enterprise Linux 5 (64-bit);["10.1.33.53","RZV-ORC-01"]
RZV-OTD-02;poweredOn;1;4096;10.1.64.148;VLAN-10.1.64.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.64.148","RZV-OTD-02"]
RZV-OTUADM-02;poweredOn;2;4096;10.75.1.140;VLAN-10.75.1.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.75.1.140","RZV-OTUADM-02"]
RZV-OTUARC-01;poweredOn;2;8192;10.75.1.142;VLAN-10.75.1.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Red Hat Enterprise Linux 8 (64-bit);CentOS 4/5 (64-bit);["10.75.1.142","RZV-OTUARC-01"]
RZV-OTUCTS-02;poweredOn;2;8192;10.75.1.147;VLAN-10.75.1.x;CL_DMZ;DMZ;rz2-esx-37.bev.int;Red Hat Enterprise Linux 7 (64-bit);Red Hat Enterprise Linux 6 (64-bit);["10.75.1.147","RZV-OTUCTS-02"]
RZV-OTUOTD-02;poweredOn;1;4096;10.75.1.148;VLAN-10.75.1.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;CentOS 7 (64-bit);CentOS 4/5 (64-bit);["10.75.1.148","RZV-OTUOTD-02"]
RZV-OTUSCM-01;poweredOn;1;4096;10.75.1.91;VLAN-10.75.1.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;CentOS 7 (64-bit);CentOS 4/5 (64-bit);["10.75.1.91","RZV-OTUSCM-01"]
RZV-POR-01;poweredOn;1;512;10.2.3.120;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-31.bev.int;Microsoft Windows Server 2003 Standard (32-bit);Microsoft Windows Server 2003 Standard (32-bit);["10.2.3.120","RZV-POR-01"]
RZV-POR-02;poweredOn;1;512;10.2.3.122;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-50.bev.int;Microsoft Windows Server 2003 Standard (32-bit);Microsoft Windows Server 2003 Standard (32-bit);["10.2.3.122","RZV-POR-02"]
RZV-PTR-31;poweredOn;4;16384;10.2.2.155;VLAN-10.2.2.x;CL_PU;PU;rz1-esx-52.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.2.155","RZV-PTR-31"]
RZV-PUPGSQL-02;poweredOn;2;16384;10.1.64.111;VLAN-10.1.64.0;CL_DB;DMZ-DB;rz1-esx-47.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.64.111","RZV-PUPGSQL-02"]
RZV-PUPGSQL16-01;poweredOn;2;16384;10.1.64.110;VLAN-10.1.64.0;CL_DB;DMZ-DB;rz2-esx-46.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.64.110","RZV-PUPGSQL16-01"]
RZV-PVS-01;poweredOn;1;1024;10.2.3.41;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-34.bev.int;Red Hat Enterprise Linux 5 (32-bit);Red Hat Enterprise Linux 5 (32-bit);["10.2.3.41","RZV-PVS-01"]
RZV-QLOOK-01;poweredOn;2;4096;10.1.11.13;VLAN-10.1.11.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 6 (64-bit);Red Hat Enterprise Linux 6 (64-bit);["10.1.11.13","RZV-QLOOK-01"]
RZV-QLOOK-02;poweredOn;2;4096;10.1.11.12;VLAN-10.1.11.x;CL_WEB;WEB;rz2-esx-39.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.11.12","RZV-QLOOK-02"]
RZV-QRC-01;poweredOn;1;1024;10.2.6.12;VLAN-10.2.6.x;CL_PU;PU;rz1-esx-52.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.2.6.12","RZV-QRC-01"]
RZV-REPORT-01;poweredOn;1;2048;10.2.5.11;VLAN-10.2.5.x;CL_PU;PU;rz2-esx-32.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.5.11","RZV-REPORT-01"]
RZV-REPORT-02;poweredOn;2;8192;10.2.5.12;VLAN-10.2.5.x;CL_PU;PU;rz1-esx-33.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.5.12","RZV-REPORT-02"]
RZV-RICOH-03;poweredOn;2;8192;10.2.2.156;VLAN-10.2.2.x;CL_PU;PU;rz1-esx-33.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.2.156","RZV-RICOH-03"]
RZV-SAMDB-01;poweredOn;2;32768;10.1.64.67;VLAN-10.1.64.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.1.64.67","RZV-SAMDB-01"]
RZV-SAPGUIE-01;poweredOn;1;8192;10.2.6.110;VLAN-10.2.6.x;CL_PU;PU;rz1-esx-31.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2019 (64-bit);["10.2.6.110","RZV-SAPGUIE-01"]
RZV-SCM-01;poweredOn;1;4096;10.1.64.91;VLAN-10.1.64.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.64.91","RZV-SCM-01"]
RZV-SDE-01;poweredOn;4;65536;10.1.33.71;VLAN-10.1.33.0;CL_DB;DMZ-DB;rz1-esx-47.bev.int;Red Hat Enterprise Linux 5 (64-bit);Red Hat Enterprise Linux 5 (64-bit);["10.1.33.71","RZV-SDE-01"]
RZV-SFTPBMF-01;poweredOn;1;8192;10.1.41.71;VLAN-10.1.41.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.1.41.71","RZV-SFTPBMF-01"]
RZV-SLR-01;poweredOn;2;8192;10.2.7.13;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-25.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.7.13","RZV-SLR-01"]
RZV-SPI-01;poweredOn;2;16384;10.2.3.31;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.31","RZV-SPI-01"]
RZV-SPIDB-01;poweredOn;2;8192;10.2.3.33;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-34.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.33","RZV-SPIDB-01"]
RZV-SQLPU-01;poweredOn;2;16384;10.1.64.65;VLAN-10.1.64.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.1.64.65","RZV-SQLPU-01"]
RZV-SSHDL-01;poweredOn;1;4096;10.2.6.40;VLAN-10.2.6.x;CL_PU;PU;rz1-esx-31.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.2.6.40","RZV-SSHDL-01"]
RZV-STD-01;poweredOn;2;4096;10.2.6.104;VLAN-10.2.6.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2003 Standard (32-bit);Microsoft Windows Server 2003 Standard (32-bit);["10.2.6.104","RZV-STD-01"]
RZV-STF-01;poweredOn;2;6144;10.2.7.2;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-28.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.7.2","RZV-STF-01"]
RZV-STF-11;poweredOn;4;8192;10.2.7.115;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-26.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.115","RZV-STF-11"]
RZV-STF-12;poweredOn;4;8192;10.2.7.116;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-29.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.116","RZV-STF-12"]
RZV-TAS-02;poweredOn;2;8192;10.2.5.227;VLAN-10.2.5.x;CL_PU;PU;rz1-esx-52.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.5.227","RZV-TAS-02"]
RZV-TAS-03;poweredOn;2;4096;10.2.5.226;VLAN-10.2.5.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.5.226","RZV-TAS-03"]
RZV-TES-12;poweredOn;2;16384;10.6.7.27;VLAN-10.6.7.0;CL_DB;DMZ-DB;rz1-esx-46.bev.int;Red Hat Enterprise Linux 3 (64-bit);Red Hat Enterprise Linux 5 (64-bit);["10.6.7.27","RZV-TES-12"]
RZV-THP-01;poweredOn;2;8192;10.2.8.13;VLAN-10.2.8.x;CL_PU;PU;rz1-esx-33.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.8.13","RZV-THP-01"]
RZV-THP-02;poweredOn;2;4096;10.2.8.4;VLAN-10.2.8.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.8.4","RZV-THP-02"]
RZV-TRA-01;poweredOn;2;4096;10.1.16.31;VLAN-10.1.16.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.16.31","RZV-TRA-01"]
RZV-TRA-02;poweredOn;2;4096;10.1.16.32;VLAN-10.1.16.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.16.32","RZV-TRA-02"]
RZV-TRA-03;poweredOn;2;4096;172.20.0.1;VLAN-10.1.16.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["172.20.0.1","RZV-TRA-03"]
RZV-TSK-01;poweredOn;2;8192;10.2.2.80;VLAN-10.2.2.x;CL_PU;PU;rz2-esx-33.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.2.80","RZV-TSK-01"]
RZV-TUPGSQL-02;poweredOn;2;16384;10.75.1.110;VLAN-10.75.1.0;CL_DB;DMZ-DB;rz2-esx-46.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.75.1.110","RZV-TUPGSQL-02"]
RZV-TUPGSQL16-01;poweredOn;2;16384;10.75.1.21;VLAN-10.75.1.0;CL_DB;DMZ-DB;rz2-esx-46.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.75.1.21","RZV-TUPGSQL16-01"]
